#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#text1.csv replacements
ALLOW_REVOKATION_ON;Revocation of titles Allowed\n;Annulation des titres autorisée;Entzug gewährter Titel gestattet;;Revocación de títulos permitida;;;;;;;;;x
EVTDESC_SoA_5392;[FromFrom.GetFirstName] has been put through long sessions of questioning for over a month now. After much deliberation on the law and theology and evaluation of testimony the case still seems unclear to many. It all seems to come down to whether you want to believe that she is a messenger of [Root.Religion.GetRandomGodName] of of the [Root.Religion.GetRandomEvilGodNameCap]. Or perhaps it's more down to whether it is politically expedient to convict her or not. Young [FromFrom.GetFirstName] herself has assumed a position of sorrowful fatalism. She says she has seen her fate in a vision and that she knows what is to come.\nThe crowds surrounding the trial all await the verdict with tension. If [FromFrom.GetFirstName] were to be aquitted, the humiliation of the trial itself surely signifies that she has fallen from royal grace and will never come back to hold the position she once did. But in the case of a conviction, a gruesome death by burning at the stake is certain to be the fate that awaits her. There is little mercy for heretics.;[FromFrom.GetFirstName] subit un interrogatoire intense depuis plus d'un mois maintenant. Après de longues délibérations impliquant des textes de lois, des points de théologie et l'évaluation des témoignages, l'affaire paraît encore obscure à beaucoup. Il semble que le facteur décisif soit votre décision de croire si elle est une envoyée de Dieu ou du Diable. En d'autres termes, il revient à vous de décider s'il est préférable, politiquement parlant, de la faire condamner ou innocenter. La jeune [FromFrom.GetFirstName] s'est quant à elle rangée du côté de la fatalité. Elle raconte qu'elle a vu son destin en songe et qu'elle sait ce qui l'attend.\nLa foule autour du tribunal attend le verdict avec tension. Si [FromFrom.GetFirstName] était acquittée, l'humiliation subie par le procès suffirait en elle-même à prouver que le roi l'a abandonnée et qu'elle n'aurait plus jamais le rôle qui était le sien. Mais si elle est condamnée, le destin qui l'attend sera une mort atroce, brûlée vive. Les hérétiques ne connaissent pas la miséricorde.;Nach mehr als einem Monat der Befragung [FromFrom.GetFirstName], ausführlicher Beratung über Recht und Theologie und nach Auswertung der Zeugenaussagen sind noch immer nicht alle zu einer klaren Ansicht über diesen Fall gelangt. Die zentrale Frage ist, ob man sie für eine Botschafterin Gottes oder des Teufels halten möchte. Vielleicht ist es aber auch eine Entscheidung des politischen Kalküls, ob man sie einsperren möchte oder nicht. Die junge [FromFrom.GetFirstName] selbst gibt sich einem kummervollen Fatalismus hin. Sie behauptet, ihr Schicksal in Visionen gesehen zu haben und zu wissen, was ihr bevorsteht.\nDie Volksmenge, die sich am Prozessort versammelt hat, erwartet voller Spannung die Verkündung eines Urteils. Auch wenn [FromFrom.GetFirstName] freigesprochen wird, so ist ihr Ansehen aufgrund der Anklage doch so sehr beschädigt, dass sie nicht zu ihrem alten Status zurückfinden wird. Wird sie allerdings schuldig gesprochen, so wird der qualvolle Tod auf dem Scheiterhaufen ihr Schicksal sein. Denn auf Gnade kann ein Ketzer nicht rechnen.;;[FromFrom.GetFirstName] ha sido sometida a largas sesiones de interrogatorios durante más de un mes ya. Tras muchas deliberaciones acerca de la ley y la teología y tras evaluar su testimonio, el caso sigue sin estar claro para muchos. Parece que todo se reduce a si queréis creer que es una mensajera de Dios o del Demonio. O quizá la cuestión sea si resulta oportuno políticamente declararla culpable o no. La joven [FromFrom.GetFirstName] ha asumido una postura fatalista y afligida. Dice que ha visto su destino en una visión y que sabe lo que está por venir.\nLa muchedumbre que se concentra alrededor del juicio espera el veredicto con tensión. Si [FromFrom.GetFirstName] fuera absuelta, la humillación del propio juicio significa sin duda que ha perdido la gracia real y nunca recuperará la posición que una vez tuvo. Pero en caso de condena, le aguarda una muerte espantosa, quemada en la hoguera. La misericordia para los herejes es escasa.;;;;;;;;;x
EVTOPTA_SoA_5392;She is guilty.;Elle est coupable.;Sie ist schuldig.;;Es culpable.;;;;;;;;;x
EVTOPTB_SoA_5392;She is innocent.;Elle est innocente.;Sie ist unschuldig.;;Es inocente.;;;;;;;;;x
EVTNAME_SoA_5394;The execution of [From.GetFirstName];L'exécution de [From.GetFirstName];[From.GetFirstName] wird hingerichtet;;La ejecución de [From.GetFirstName];;;;;;;;;x
EVTDESC_SoA_5394;The flames leap higher and higher, crackling as they begin to eat at the wood. Slowly, [From.GetFirstName] starts to twist as they begin to lick her legs. The gathered crowd stares in stunned silence - some hungry for her death, others overcome by horror at what they see. The life of this woman is coming to an end, she who captured the attention of the entire realm during these months. Saint or [Root.Religion.GetRandomEvilGodName] – the eyes of the onlookers hold different views, but it seems certain that she will remembered for many many years. Perhaps she shall have her restitution in time, perhaps not.\nAs the flames climb higher and take hold of [From.GetFirstName]'s body, she twitches violently but still does not cry out. Her gaze is fixed on the heavens, tears streaming from her face. Many onlookers turn away now, but others are fixed to the spot, unable to avert their eyes. Slowly, [From.GetFirstName] disappears from view as the flames rise around her.;Les flammes montent de plus en plus haut et crépitent alors qu'elles attaquent le bois. Lentement, [From.GetFirstName] se tord alors que le feu lui lèche les jambes. La foule assemblée fixe la scène, silencieuse, abasourdie. Certains veulent sa mort, d'autres sont submergés par l'horreur du spectacle. La vie de cette femme touche à sa fin, elle qui avait capté l'attention de tout un royaume au cours de ces derniers mois. Sainte ou démon ? Chacun a son opinion sur la question, il est cependant certain qu'elle restera dans l'esprit des gens pendant bien des années. Peut-être sera-t-elle réhabilitée dans quelque temps, peut-être pas.\nAlors que les flammes montent de plus en plus haut et engloutissent le corps de [From.GetFirstName], elle se tord violemment mais ne pousse toujours aucun cri. Nombreux sont ceux qui détournent le regard, mais certains fixent encore la scène, incapables du moindre mouvement. Lentement, [From.GetFirstName] disparaît dans les flammes.;Die Flammen schlagen höher und höher und knistern, als sie das Holz erfassen. Langsam beginnt [From.GetFirstName] sich zu winden, als das Feuer ihre Beine erreicht. Die versammelte Menge starrt in fassungslosem Staunen. Manche sind gekommen, um den Tod zu erleben, andere sind vom Schrecken des Geschehens überwältigt. So endet das Leben dieser Frau, die während all dieser Monate das ganze Reich in Atem hielt. Ob Heilige oder Teufelsanbeterin – ein jeder der Anwesenden hat seine eigene Auslegung. Gewiss ist nur, dass man sich viele Jahre ihrer erinnern wird. Möglicherweise wird man sie irgendwann rehabilitieren, doch dies ist ungewiss.\nAls die Flammen hinaufklettern und den Körper von [From.GetFirstName] erreichen, zuckt sie voller Pein, doch noch immer entringt kein Schrei sich ihren Lippen. Ihr Blick ist gen Himmel gerichtet, und Tränen strömen ihre Wangen hinab. Viele der Anwesenden wenden den Blick ab, andere scheinen wie erstarrt, als seien sie unfähig auf etwas anderes zu blicken. Dann, allmählich, verschwindet [From.GetFirstName] aus dem Blickfeld, sichtbar nun nur mehr ein Meer aus Flammen.;;Las llamas son cada vez más altas, crepitan cuando comienzan a devorar la madera. Lentamente, [From.GetFirstName] comienza a retorcerse cuando empiezan a lamer sus piernas. El gentío reunido mira fijamente en silencio, algunos deseosos de que muriera, otros sobrecogidos ante el horror que están presenciando. La vida de esta mujer está llegando a su fin, tras haber captado la atención de todo el reino durante estos meses. Santa o demoníaca. Los ojos de los espectadores tienen perspectivas distintas, pero lo que queda claro es que será recordada durante muchos años. Quizás reciba su recompensa a tiempo, o quizás no.\nCuando las llamas suben más alto y envuelven el cuerpo de [From.GetFirstName], se retuerce con violencia, pero no grita. Mira fijamente al cielo con lágrimas recorriendo su cara. Muchos espectadores se apartan ahora, pero otros se quedan inmóviles, incapaces de apartar la mirada. Lentamente, [From.GetFirstName] desaparece envuelta entre las llamas.;;;;;;;;;x
EVTOPTA_SoA_5394;May [Root.Religion.GetRandomGodName] have mercy on her soul.;Que le Seigneur ait pitié de son âme;Möge der Herr ihrer Seele gnädig sein.;;El Señor se apiade de su alma.;;;;;;;;;x
EVTNAME_SoA_5395;[From.GetFirstName] is aquitted;[From.GetFirstName] est acquittée;[From.GetFirstName] wird freigesprochen;;[From.GetFirstName] es absuelta;;;;;;;;;x
EVTDESC_SoA_5395;The aquittal of [From.GetFirstName] have left mixed reactions across the realm. There are celebrations among the peasants, and more mixed reactions among the nobility and clergy. [From.GetFirstName] herself spends these days in prayer. She realizes that she will not lead armies again nor enjoy the ear of the [Root.GetTitle] as before. Still, the aquittal at the trial has vindicated her words and actions and she seems at peace. No longer on the grand stage of war and politics, she seems now content to spend the rest of her days living as a nun.;L'acquittement de [From.GetFirstName] est loin d'avoir clos le débat dans le royaume. Si les paysans célèbrent la nouvelle, la noblesse et le clergé sont beaucoup plus réservés. Quant à [From.GetFirstName], elle passe ses jours en prière. Elle a compris qu'elle ne mènerait plus les armées et qu'elle n'aurait plus l'attention du/de la [Root.GetTitle]. Mais son acquittement au procès a justifié ses paroles et ses actes, et elle semble en paix. Elle n'occupe plus le devant de la scène militaire et politique. Elle semble satisfaite de la vie qu'elle mène désormais dans un couvent.;Der Freispruch von [From.GetFirstName] hat im Reich ein unterschiedliches Echo hervorgerufen. Teile des Volks feiern, während man in Adel und Klerus gemischte Reaktionen zeigt. [From.GetFirstName] selbst verbringt die Tage in der Hauptsache im Gebet. Sie ist sich bewusst, dass sie keine Armeen mehr anführen und dem [Root.GetTitle] nicht mehr als Ratgeberin dienen wird. Doch sie versteht den Freispruch als Anerkennung ihrer Taten und Worte und hegt keinen Groll. Wahrscheinlich wird sie den Rest ihrer Tage abseits des Krieges und fern aller Politik als Nonne im Kloster verbringen.;;La absolución de [From.GetFirstName] ha provocado distintas reacciones en todo el reino. Hay celebraciones entre los campesinos y una mezcla de reacciones entre la nobleza y el clero. [From.GetFirstName] pasa estos días rezando. Se da cuenta de que no volverá a dirigir ejércitos ni a disfrutar de la voz de [Root.GetTitle] como antes. Sin embargo, la absolución en el juicio ha justificado sus palabras y actos y parece en paz. Lejos del gran escenario de la guerra y la política, ahora parece feliz de pasar el resto de sus días como monja.;;;;;;;;;x
EVTOPTA_SoA_5395;You are safe now, [From.GetFirstName].;Tu es en sécurité désormais, [From.GetFirstName].;Nun bist du in Sicherheit, [From.GetFirstName].;;Ahora estáis a salvo, [From.GetFirstName].;;;;;;;;;x
EVTNAME_SoA_5398;Years later...;Les années ont passé...;Jahre später...;;Años después…;;;;;;;;;x
EVTDESC_SoA_5398;After the first turbulent years, it seems everyone in the country has gotten used to [FromFrom.GetFullName]. Some appreciate her and some do not, but the more violent controversy and commotion has died out and people are now preoccupied with other matters. She lives on, although the tales of the early years of the Hero of [From.GetName] are already the stuff of legend.;Après quelques premières années agitées, il semble que tous au pays se soient habitués à la présence de [FromFrom.GetFullName]. Certains l'apprécient, d'autres non, mais la controverse la plus violente appartient désormais au passé et le peuple a d'autres soucis en tête. Elle poursuit sa vie, et les premières années de la vie de la Pucelle de [From.GetName] sont déjà source de légendes.;Nach einer turbulenten Anfangszeit scheint sich nun jeder im Reich an [FromFrom.GetFullName] gewöhnt zu haben. Einige begegnen ihr mit Hochachtung, andere wiederum nicht, doch die unruhige Zeit gewalttätiger Konflikte ist nun zu einem Ende gekommen. Man wendet nun die Aufmerksamkeit wieder anderen Angelegenheiten zu. So lebt sie mittlerweile in Frieden, auch wenn die Geschichten aus den früheren Jahren dieser Jungfrau von [From.GetName] schon jetzt zum Stoff von Legenden geworden sind.;;Tras los primeros años de turbulencias, parece que en el país todo el mundo se ha acostumbrado a [FromFrom.GetFullName]. Algunos la aprecian y otros no, pero la violenta controversia y conmoción ha desaparecido y ahora a la gente le preocupan otras cuestiones. Sigue viva, aunque las historias de los primeros años de la Doncella de [From.GetName] son legendarias.;;;;;;;;;x
voice_of_jesus;Voice Of [Root.Religion.GetRandomGodNameCap];Voix de Jésus;Jesu Stimme;;Voz de Jesús;;;;;;;;;x
voice_of_jesus_desc;[Root.Religion.GetRandomGodNameCap] speaks to me;Le Seigneur Jésus me parle;Der Herr Jesus Christus spricht zu mir;;El Señor Jesucristo me habla;;;;;;;;;x
voice_of_satan;Voice of [Root.Religion.GetRandomEvilGodNameCap];Voix de Satan;Die Stimme Satans;;Voz de Satán;;;;;;;;;x
military_jesus;[Root.Religion.GetRandomGodNameCap] gives military advice.;Jésus prodigue des conseils militaires.;Jesus gibt militärischen Rat.;;Jesús da consejo militar.;;;;;;;;;x
EVTDESC_SoA_5241;Walking alone on the battlements late one night, you suddenly see a shape appearing in the sky above you. It seems to be moving towards you, or maybe away. There's a strange sound in the air too, like a whispering... what is going on?;Une nuit, alors que vous marchez sans escorte le long des remparts, vous voyez une forme blanche et brillante dans le ciel au-dessus de vous. Elle semble s'approcher de vous, ou peut-être s'éloigner. Un son étrange emplit l'air, une sorte de chuchotement... Que se passe-t-il donc ?;Als Ihr eines Nachts auf den Burgmauern lustwandelt, bemerkt Ihr plötzlich, wie über Euch eine weißer Schatten in den Himmel steigt. Er scheint sich auf Euch zu- oder auch wegzubewegen. Ein seltsames Geräusch erfüllt die Luft, ganz wie ein Flüstern. Was geht hier vor sich?;;Caminando solo por las almenas a altas horas de la noche, veis de pronto una figura blanca brillante en el cielo sobre vos. Parece que se os acerca, o quizá se aleja. También se oye un sonido extraño en el aire… ¿qué está pasando?;;;;;;;;;x
EVTOPTA_SoA_5241;[Root.Religion.GetRandomGodNameCap] has appeared to me!;La Vierge m'est apparue ! Dieu me bénit !;Die Heilige Jungfrau ist mir erschienen! Gott segnet mich!;;La Virgen se me ha aparecido. ¡Me ha bendecido!;;;;;;;;;x
