#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#text1.csv replacements
ALLOW_REVOKATION_ON;Revocation of titles Allowed\n;Annulation des titres autorisée;Entzug gewährter Titel gestattet;;Revocación de títulos permitida;;;;;;;;;x
EVTDESC_TOG_165;Your pet albino bear does not seem to be feeling well. It refuses to eat, and its handlers are at a loss to explain what might be wrong with it. Could it be that the proud animal has grown tired of its chains and yearns to be free?;Votre ours albinos ne semble pas très en forme. Il refuse de manger et ceux qui s'en occupent n'arrivent pas à expliquer ce qui ne va pas. Se pourrait-il que le fier animal soit fatigué d'être enchaîné et qu'il aspire à la liberté ?  ;Eurem zahmen Albinobären scheint es nicht gut zu gehen. Er verweigert die Nahrung und seine Pfleger sind ratlos, was nicht in Ordnung sein könnte. Kann es sein, dass das stolze Tier seiner Ketten müde ist und sich nach Freiheit sehnt?;;Tu oso albino no parece estar sintiéndose bien. Se niega a comer, y sus controladores están perdidos para explicarse lo que puede estar pasándole. ¿Podría ser que el imponente animal se ha cansado de sus cadenas y anhela ser libre?;;;;;;;;;x
EVTOPTA_TOG_165;Release the bear back into the wilds.;Relâchez l'ours dans la nature.;Entlasst den Bären zurück in die Freiheit.;;Soltar al oso de nuevo a la selva.;;;;;;;;;x
EVTOPTB_TOG_165;Nonsense. It's better off here.;Ne dites pas de bêtises. Il est mieux ici.;Unsinn. Hier geht es ihm besser.;;Tonterías. Está mejor aquí.;;;;;;;;;x
EVTDESC_TOG_166;Sadly, you discovered this morning that your pet albino bear has passed away. The poor animal will get a proper funeral.;C'est avec tristesse que vous découvrez ce matin que votre ours albinos a trépassé. Le pauvre animal aura droit à des funérailles appropriées.;Leider musstet Ihr heute morgen entdecken, dass Euer zahmer Albinobär dahingeschieden ist. Das arme Tier wird ein angemessenes Begräbnis erhalten.;;Lamentablemente, descubriste esta mañana que tu oso albino ha fallecido. El pobre animal tendrá un funeral apropiado.;;;;;;;;;x
EVTOPTA_TOG_166;A dark day...;Un jour sombre...;Ein schwarzer Tag...;;Un día oscuro...;;;;;;;;;x
EVTDESC_TOG_169;As per tradition, some of your older soldiers have come before you to plead for the life of those few animals that remain in the encircled clearing. Their release, as a display of the [Root.GetTitle]'s mercy, usually signals the end of the Great Chase, and the beginning of nine days of feasting.;Comme de coutume, quelques-uns de vos plus vieux soldats se sont présentés devant vous pour plaider la cause des quelques animaux encore en vie dans la clairière encerclée. Leur remise en liberté, preuve de la miséricorde du [Root.GetTitle], signale également la fin de la Great Chase et le début de neuf jours de festin.;Gemäß alter Tradition, traten einige Eurer Soldaten vor Euch, um für das Leben der wenigen Tiere zu flehen, die noch auf der umzingelten Lichtung verweilen. Ihre Freilassung, als Zeichen der [Root.GetTitle]s-Gnade, gibt üblicherweise das Signal zum Ende der Great Chase und des Beginns eines neunzigtägigen Festschmauses.;;Según la tradición, algunos de tus soldados más antiguos han llegado antes que tú para suplicar por la vida de los pocos animales que quedan en el claro rodeado. Su liberación, como una muestra de la merced de [Root.GetTitle], por lo general señala el final de la Great Chase y el comienzo de nueve días de fiesta.;;;;;;;;;x
EVTOPTA_TOG_169;Yes. As is tradition, these animals shall not be harmed.;Oui. Comme le veut la tradition, on ne doit pas faire de mal à ces animaux.;Ja. Diesen Tieren wird kein Haar gekrümmt, wie es die Tradition verlangt. ;;Sí. Como es tradición, estos animales no serán dañados.;;;;;;;;;x
EVTOPTB_TOG_169;No, kill them all! No survivors!;Non, tuez-les tous ! Pas de survivants !;Nein, tötet sie alle! Keine Überlebenden!;;No, ¡matadlos a todos! ¡Que no haya supervivientes!;;;;;;;;;x
EVTDESC_TOG_170;With the hunt over and the fallen game collected, a magnificent feast has been prepared for all who took part. The next nine days will be ones of drunken revelry and celebration.;La chasse est maintenant terminée, le gibier abattu est ramassé, le festin majestueux peut désormais avoir lieu. Tous ceux qui ont pris part à la chasse y sont conviés. Les neuf prochains jours seront consacrés à la beuverie festive et à la célébration.;Mit dem Ende der Jagd und dem Einsammeln der gesamten, erlegten Beute wurde ein gewaltiger Festschmaus für alle Jagdbeteiligten vorbereitet. Die nächsten neunzig Tage werden weinselig und eine einzige Feier.;;Con la caza finalizada y el juego terminado, una magnífica fiesta se ha preparado para todos los que participaron. Los próximos nueve días serán de borrachera y celebración.;;;;;;;;;x
EVTOPTA_TOG_170;Let us drink and be merry!;Buvons et soyons heureux !;Lasst uns trinken und fröhlich sein!;;¡Bebamos y seamos felices!;;;;;;;;;x
EVTDESC_TOG_180;With the feasting over, the remaining spoils of the hunt are divided evenly between all of the forces that participated. As everyone departs, you survey the surrounding land. It will be some time before the wildlife in this region recovers from this slaughter, but when that happens, the time will be ripe for another Great Hunt.;Maintenant que le festin est terminé, les restants de la chasse sont distribués entre tous ceux qui y ont pris part. Tandis que tous quittent les lieux, vous scrutez les alentours. Il faudra du temps avant que la nature sauvage de cette région se soit complètement remise de ce massacre mais, lorsque cela sera fait, il sera temps pour une autre Grande Chasse. ;Mit dem Ende des Festschmauses werden die verbleibenden Erträge der Jagd zu gleichen Teilen unter allen teilnehmenden Truppen verteilt. Während alle aufbrechen, überschaut Ihr das umliegende Land. Es wird einige Zeit dauern, bis sich das Wild in dieser Gegend von diesem Schlachtfest erholt. Doch wenn es soweit ist, wird die Zeit reif sein für die nächste Große Jagd.;;Con la fiesta terminada, el resto de los despojos de la caza se divide en partes iguales entre todas las fuerzas que participaron. Como todos se van, examinas el terreno circundante. Pasará algún tiempo antes de que la vida salvaje en esta región se recupere de esta masacre, pero cuando esto suceda, el tiempo será propicio para otra Gran Cacería.;;;;;;;;;x
EVTOPTA_TOG_180;May it go as well as this one did.;Qu'elle soit aussi prolifique que le fut celle-ci.;Möge sie so erfolgreich sein wie diese.;;Que vaya tan bien como ésta lo hizo.;;;;;;;;;x
EVTDESC_TOG_181;With the present war, the Great Hunt has been called off and you and your men will have to get your training hunting the most dangerous game of all – Man. Perhaps when the dust has settled and peace returned, a new Great Chase can be organized.;En raison de la guerre en cours, on a interrompu la Grande Chasse et vous et vos hommes devrez vous entraîner en chassant le plus dangereux de tout le gibier : l'homme. Peut-être que lorsque la poussière sera retombée et que la paix sera revenue nous pourrons organiser une nouvelle Great Chase.  ;Die Große Jagd wurde wegen des gegenwärtigen Krieges abgesagt und Eure Männer werden sich darin üben, das gefährlichste Tier aller Zeiten zu jagen – den Menschen. Wenn sich der Staub legt und Frieden einkehrt, kann vielleicht eine neue Great Chase organisiert werden.;;Con la guerra actual, la Gran Cacería ha sido cancelada y tú y tus hombres tendréis que convertir vuestra caza de entrenamiento en el juego más peligroso de todos: cazar al hombre. Tal vez cuando el polvo se haya asentado y la paz retornado, se pueda organizar una nueva Great Chase.;;;;;;;;;x
EVTOPTA_TOG_181;A different breed of hunt, but a hunt all the same.;C'est une espèce différente, mais une chasse reste une chasse.;Eine andere Art der Jagd, aber dennoch eine Jagd wie jede andere.;;Una variedad distinta de caza, pero caza al fin y al cabo.;;;;;;;;;x
EVTDESC_SoA_5200;As you are leading your troops on campaign, one day a sergeant from your army rides up and asks to speak to you. He presents you with a small box containing a sacred artefact, and explains that it was found by a foraging party in the ashes of a nearby temple.;Un jour, alors que vous dirigez vos troupes en campagne, un sergent de votre armée se présente à vous et demande à vous parler. Il se présente avec une petite boîte renfermant une relique sacrée et vous explique qu'elle a été trouvée par des soldats dans une église en cendres non loin de là alors qu'ils chassaient.;Eines Tages, als Ihr Eure Truppen auf dem Feldzug anführt, schließt ein Offizier zu Euch auf, um mit Euch zu sprechen. Er zeigt Euch ein kleines Kästchen, in dem sich eine heilige Reliquie befindet und erklärt Euch, dass dies von einem Trupp bei der Suche nach Verpflegung in den Ruinen einer abgebrannten Kirche gefunden worden war.;;Al conducir vuestras tropas en campaña, un día un sargento de vuestro ejército se acerca para hablaros. Os presenta una pequeña caja con una reliquia santa y os explica que unos recolectores la hallaron entre las cenizas de una iglesia cercana.;;;;;;;;;x
EVTOPTA_SoA_5200;This shall henceforth be an heirloom of my family.;Cette relique rejoindra l'héritage de ma famille.;Ich werde dies fortan als Erbstück meiner Familie ehren.;;En adelante será una reliquia de mi familia.;;;;;;;;;x
EVTOPTB_SoA_5200;I will give it to the local temple back home.;J'en ferai don à l'église locale à mon retour chez moi.;Ich werde es nach unserer Rückkehr der Kirche zu Hause stiften.;;La entregaré a la iglesia local de vuelta a casa.;;;;;;;;;x
EVTDESC_SoA_5201;One day at the market, a strange man comes up to you and offers to sell to you what he swears is an artefact somehow related to [Root.Religion.GetRandomGodName]. You look at it carefully, and it does indeed seem a special artefact.;Un jour au marché, un homme se présente à vous pour vous vendre ce qu'il jure être un doigt de saint Jean le Baptiste. Vous étudiez l'objet attentivement et il semble bien que ces ossements soient bel et bien d'origine humaine.;Eines Tages werdet Ihr auf dem Markt von einem seltsamen Gesellen angesprochen, der Euch etwas zum Verkauf anbietet, von dem er schwört, es handele sich dabei um einen Finger von Johannes dem Täufer. Ihr nehmt das Gut in Augenschein und in der Tat scheint es sich um alte menschliche Knochen zu handeln.;;Un día en el mercado un extraño hombre se os acerca y ofrece venderos lo que jura que es el dedo de San Juan Bautista. Lo observáis cuidadosamente y lo cierto es que parecen huesos humanos antiguos.;;;;;;;;;x
EVTOPTA_SoA_5201;I must purchase this most sacred artefact!;Je dois absolument acheter cette relique sacrée !;Ich muss diese heilige Reliquie unbedingt mein Eigen nennen!;;¡He de comprar esta reliquia santísima!;;;;;;;;;x
EVTOPTB_SoA_5201;This can be a random piece of junk.;Ce doigt peut avoir appartenu à n'importe qui.;Was, wenn der Finger Pilatus gehörte?;;Podría ser el dedo de cualquiera.;;;;;;;;;x
EVTDESC_SoA_5202;A priest of [Root.Religion.GetRandomGodName] has arrived and asked for an audience. After being shown in, he explains that his small temple can no longer protect the sacred artefact it holds, due to robbers plaguing the countryside. He therefore asks for your family to keep it.;Un prêtre se présente et demande audience. On le laisse entrer et il vous explique que sa petite église ne peut plus protéger la relique sacrée qu'elle renferme en raison des voleurs qui écument la région. Il vous demande d'en prendre soin.;Ein Priester sucht Euch auf und bittet um eine Audienz. Ihr bittet ihn herein und er erklärt Euch, dass die Reliquien seiner Kirche in Gefahr sind, da Banditen die Umgebung unsicher machen. Er möchte die Reliquie in die Obhut Eurer Familie geben, damit sie in Sicherheit ist.;;Ha llegado un sacerdote y solicita una audiencia. Tras hacerle pasar, explica que su pequeña iglesia ya no puede proteger la reliquia santa que porta, ya que el campo está infestado de bandidos. Por ese motivo pide que la guarde vuestra familia.;;;;;;;;;x
EVTOPTA_SoA_5202;Fear not, we shall protect it.;N'ayez crainte, nous la protégerons.;Seid unbesorgt, wir werden sie behüten.;;Claro, la protegeremos.;;;;;;;;;x
EVTDESC_SoA_5203;That old artefact that has been in your family's care... you realize you haven't seen it around it in a very long time. You look for it, but you can't find it anywhere. Why do these things always happen to you?;Cette vieille relique que possède votre famille... Vous vous rendez compte que vous ne l'avez pas vue depuis bien longtemps. Vous la cherchez mais elle demeure introuvable. Pourquoi vous arrive-t-il toujours ce genre de choses ?;Diese alte Reliquie, die sich in Eurer Obhut befand... wo ist sie? Ihr seid Euch nicht sicher, wann Ihr sie zum letzten Mal gesehen habt. Ihr sucht eine Weile nach ihr, doch ohne Erfolg. Warum nur muss so etwas immer Euch passieren?;;La antigua reliquia que ha estado al cuidado de vuestra familia... os dais cuenta de que hace mucho tiempo que no la veis. La buscáis, pero no la encontráis. ¿Por qué siempre os pasan estas cosas a vos?;;;;;;;;;x
EVTOPTA_SoA_5203;Better not mention this to anyone.;Il vaut mieux n'en parler à personne.;Besser, ich erzähle niemandem etwas davon.;;Mejor no contárselo a nadie.;;;;;;;;;x
EVTDESC_SoA_5204;Enemy raiders have attacked the small chapel where your family artefact was kept. The priest tending the temple tried to stop them but was slain on the doorstep.;Des pillards ennemis ont attaqué la petite chapelle où votre relique familiale était conservée. Le prêtre qui s'occupait de la chapelle a tenté de les arrêter mais ils l'ont tué sur le pas de la porte.;Feindliche Plünderer haben die Kapelle, in der Ihr die heilige Reliquie Eurer Familie aufbewahrt, heimgesucht. Tapfer stellte der Priester sich ihnen entgegen, doch er wurde an Ort und Stelle erschlagen.;;Invasores enemigos han atacado la pequeña capilla donde guardabais la reliquia familiar. El sacerdote que atiende la capilla ha tratado de detenerlos, pero fue asesinado en el umbral.;;;;;;;;;x
